date,store_nbr,transactions,month_day
2017-08-16,16,1048,08-16
2017-08-16,17,1622,08-16
2017-08-16,18,1418,08-16
2017-08-16,19,1299,08-16
2017-08-16,20,2283,08-16
2017-08-16,23,958,08-16
2017-08-16,24,1817,08-16
2017-08-16,25,858,08-16
2017-08-16,26,606,08-16
2017-08-16,27,1728,08-16
2017-08-16,28,1527,08-16
2017-08-16,29,1317,08-16
2017-08-16,30,694,08-16
2017-08-16,31,1576,08-16
2017-08-16,32,646,08-16
2017-08-16,33,1085,08-16
2017-08-16,34,2312,08-16
2017-08-16,35,722,08-16
2017-08-16,36,1198,08-16
2017-08-16,37,1189,08-16
2017-08-16,38,2498,08-16
2017-08-16,39,1667,08-16
2017-08-16,40,1250,08-16
2017-08-16,41,1356,08-16
2017-08-16,43,1186,08-16
2017-08-16,44,5228,08-16
2017-08-16,45,4797,08-16
2017-08-16,46,4792,08-16
2017-08-16,47,5256,08-16
2017-08-16,48,4501,08-16
2017-08-16,49,3520,08-16
2017-08-16,50,3157,08-16
2017-08-16,51,1892,08-16
2017-08-16,53,1055,08-16
2017-08-16,54,1097,08-16
2017-08-16,1,1887,08-16
2017-08-16,2,1904,08-16
2017-08-16,3,2949,08-16
2017-08-16,4,1419,08-16
2017-08-16,5,1521,08-16
2017-08-16,6,1760,08-16
2017-08-16,7,1811,08-16
2017-08-16,8,2772,08-16
2017-08-16,9,2150,08-16
2017-08-16,10,1045,08-16
2017-08-16,11,2115,08-16
2017-08-16,13,1224,08-16
2017-08-16,14,1446,08-16
2017-08-16,15,1534,08-16
2017-08-16,16,913,08-16
2017-08-16,17,1398,08-16
2017-08-16,18,1429,08-16
2017-08-16,19,1341,08-16
2017-08-16,20,1442,08-16
2017-08-16,23,1011,08-16
2017-08-16,24,2419,08-16
2017-08-16,25,791,08-16
2017-08-16,26,585,08-16
2017-08-16,27,1344,08-16
2017-08-16,28,1130,08-16
2017-08-16,29,1017,08-16
2017-08-16,30,756,08-16
2017-08-16,31,1398,08-16
2017-08-16,32,651,08-16
2017-08-16,33,1090,08-16
2017-08-16,34,2297,08-16
2017-08-16,35,718,08-16
2017-08-16,36,1248,08-16
2017-08-16,37,1574,08-16
2017-08-16,38,1559,08-16
2017-08-16,39,1361,08-16
2017-08-16,40,1607,08-16
2017-08-16,41,967,08-16
2017-08-16,43,1305,08-16
2017-08-16,44,3860,08-16
2017-08-16,45,3478,08-16
2017-08-16,46,3408,08-16
2017-08-16,47,3810,08-16
2017-08-16,48,2804,08-16
2017-08-16,49,2673,08-16
2017-08-16,50,2433,08-16
2017-08-16,51,1662,08-16
2017-08-16,53,788,08-16
2017-08-16,54,811,08-16
2017-08-16,1,1780,08-16
2017-08-16,2,1866,08-16
2017-08-16,3,2917,08-16
2017-08-16,4,1441,08-16
2017-08-16,5,1317,08-16
2017-08-16,6,1636,08-16
2017-08-16,7,1775,08-16
2017-08-16,8,2704,08-16
2017-08-16,9,2134,08-16
2017-08-16,10,1029,08-16
2017-08-16,11,2236,08-16
2017-08-16,13,1142,08-16
2017-08-16,14,1180,08-16
2017-08-16,15,1461,08-16
2017-08-16,16,804,08-16
2017-08-16,17,1356,08-16
2017-08-16,18,1421,08-16
2017-08-16,19,1235,08-16
2017-08-16,20,1412,08-16
2017-08-16,23,1061,08-16
2017-08-16,24,2190,08-16
2017-08-16,25,715,08-16
2017-08-16,26,538,08-16
2017-08-16,27,1326,08-16
2017-08-16,28,1158,08-16
2017-08-16,29,993,08-16
2017-08-16,30,770,08-16
2017-08-16,31,1381,08-16
2017-08-16,32,650,08-16
2017-08-16,33,1030,08-16
2017-08-16,34,2300,08-16
2017-08-16,35,802,08-16
2017-08-16,36,1238,08-16
2017-08-16,37,1545,08-16
2017-08-16,38,1426,08-16
2017-08-16,39,1446,08-16
2017-08-16,40,1477,08-16
2017-08-16,41,904,08-16
2017-08-16,43,1340,08-16
2017-08-16,44,3685,08-16
2017-08-16,45,3132,08-16
2017-08-16,46,2883,08-16
2017-08-16,47,3367,08-16
2017-08-16,48,2399,08-16
2017-08-16,49,2450,08-16
2017-08-16,50,2300,08-16
2017-08-16,51,1476,08-16
2017-08-16,53,657,08-16
2017-08-16,54,702,08-16
2017-08-16,1,1894,08-16
2017-08-16,2,1964,08-16
2017-08-16,3,3066,08-16
2017-08-16,4,1498,08-16
2017-08-16,5,1367,08-16
2017-08-16,6,1773,08-16
2017-08-16,7,1892,08-16
2017-08-16,8,2846,08-16
2017-08-16,9,1869,08-16
2017-08-16,10,887,08-16
2017-08-16,11,1914,08-16
2017-08-16,13,1114,08-16
2017-08-16,14,1474,08-16
2017-08-16,15,1432,08-16
2017-08-16,16,804,08-16
2017-08-16,17,1197,08-16
2017-08-16,18,1314,08-16
2017-08-16,19,1172,08-16
2017-08-16,20,1300,08-16
2017-08-16,23,1027,08-16
2017-08-16,24,2333,08-16
2017-08-16,25,790,08-16
2017-08-16,26,518,08-16
2017-08-16,27,1391,08-16
2017-08-16,28,986,08-16
2017-08-16,29,851,08-16
2017-08-16,30,661,08-16
2017-08-16,31,1243,08-16
2017-08-16,32,576,08-16
2017-08-16,33,955,08-16
2017-08-16,34,2170,08-16
2017-08-16,35,624,08-16
2017-08-16,36,1063,08-16
2017-08-16,37,1693,08-16
2017-08-16,38,1665,08-16
2017-08-16,39,1214,08-16
2017-08-16,40,1379,08-16
2017-08-16,41,991,08-16
2017-08-16,43,1211,08-16
2017-08-16,44,4178,08-16
2017-08-16,45,3131,08-16
2017-08-16,46,3006,08-16
2017-08-16,47,3571,08-16
2017-08-16,48,2432,08-16
2017-08-16,49,2491,08-16
2017-08-16,50,2257,08-16
2017-08-16,51,1714,08-16
2017-08-16,53,842,08-16
2017-08-16,54,789,08-16
2017-08-16,1,1798,08-16
2017-08-16,2,1835,08-16
2017-08-16,3,2764,08-16
2017-08-16,4,1334,08-16
2017-08-16,5,1297,08-16
2017-08-16,6,1590,08-16
2017-08-16,7,1660,08-16
2017-08-16,8,2587,08-16
2017-08-16,9,1938,08-16
2017-08-16,10,962,08-16
2017-08-16,11,2024,08-16
2017-08-16,13,1077,08-16
2017-08-16,14,1340,08-16
2017-08-16,15,1358,08-16
2017-08-16,16,787,08-16
2017-08-16,17,1156,08-16
2017-08-16,18,1360,08-16
2017-08-16,19,1026,08-16
2017-08-16,20,1470,08-16
2017-08-16,23,974,08-16
2017-08-16,24,2115,08-16
2017-08-16,25,749,08-16
2017-08-16,26,502,08-16
2017-08-16,27,1306,08-16
2017-08-16,28,1027,08-16
2017-08-16,29,917,08-16
2017-08-16,30,698,08-16
2017-08-16,31,1313,08-16
2017-08-16,32,556,08-16
2017-08-16,33,1015,08-16
2017-08-16,34,2183,08-16
2017-08-16,35,749,08-16
2017-08-16,36,1159,08-16
2017-08-16,37,1532,08-16
2017-08-16,38,1455,08-16
2017-08-16,39,1274,08-16
2017-08-16,40,1244,08-16
2017-08-16,41,963,08-16
2017-08-16,43,1164,08-16
2017-08-16,44,3838,08-16
2017-08-16,45,2887,08-16
2017-08-16,46,2792,08-16
2017-08-16,47,3349,08-16
2017-08-16,48,2426,08-16
2017-08-16,49,2463,08-16
2017-08-16,50,2360,08-16
2017-08-16,51,1475,08-16
2017-08-16,53,738,08-16
2017-08-16,54,703,08-16
2017-08-16,1,1904,08-16
2017-08-16,2,1889,08-16
2017-08-16,3,2952,08-16
2017-08-16,4,1513,08-16
2017-08-16,5,1418,08-16
2017-08-16,6,1661,08-16
2017-08-16,7,1968,08-16
2017-08-16,8,2786,08-16
2017-08-16,9,1690,08-16
2017-08-16,10,750,08-16
2017-08-16,11,2001,08-16
2017-08-16,13,1058,08-16
2017-08-16,14,1214,08-16
2017-08-16,15,1282,08-16
2017-08-16,16,827,08-16
2017-08-16,17,1104,08-16
2017-08-16,18,1234,08-16
2017-08-16,19,1133,08-16
2017-08-16,20,1239,08-16
2017-08-16,23,1145,08-16
2017-08-16,24,2424,08-16
2017-08-16,25,1140,08-16
2017-08-16,26,560,08-16
2017-08-16,27,1397,08-16
2017-08-16,28,926,08-16
2017-08-16,29,914,08-16
2017-08-16,30,660,08-16
2017-08-16,31,1233,08-16
2017-08-16,32,562,08-16
2017-08-16,33,933,08-16
2017-08-16,34,2456,08-16
2017-08-16,35,653,08-16
2017-08-16,36,1096,08-16
2017-08-16,37,1694,08-16
2017-08-16,38,1669,08-16
2017-08-16,39,1207,08-16
2017-08-16,40,1335,08-16
2017-08-16,41,929,08-16
2017-08-16,43,1239,08-16
2017-08-16,44,4036,08-16
2017-08-16,45,3412,08-16
2017-08-16,46,3159,08-16
2017-08-16,47,3707,08-16
2017-08-16,48,2623,08-16
2017-08-16,49,2774,08-16
2017-08-16,50,2491,08-16
2017-08-16,51,1715,08-16
2017-08-16,53,791,08-16
2017-08-16,54,798,08-16
2017-08-16,1,1344,08-16
2017-08-16,2,2006,08-16
2017-08-16,3,3714,08-16
2017-08-16,4,1616,08-16
2017-08-16,5,1453,08-16
2017-08-16,6,2092,08-16
2017-08-16,7,1724,08-16
2017-08-16,8,2876,08-16
2017-08-16,9,2370,08-16
2017-08-16,10,1121,08-16
2017-08-16,11,2369,08-16
2017-08-16,13,1574,08-16
2017-08-16,14,1716,08-16
2017-08-16,15,1270,08-16
2017-08-16,16,961,08-16
2017-08-16,17,1405,08-16
2017-08-16,18,1272,08-16
2017-08-16,19,1923,08-16
2017-08-16,20,1949,08-16
2017-08-16,23,1082,08-16
2017-08-16,24,2281,08-16
2017-08-16,25,1907,08-16
2017-08-16,26,560,08-16
2017-08-16,27,1725,08-16
2017-08-16,28,1244,08-16
2017-08-16,29,1252,08-16
2017-08-16,30,750,08-16
2017-08-16,31,1414,08-16
2017-08-16,32,647,08-16
2017-08-16,33,1094,08-16
2017-08-16,34,2571,08-16
2017-08-16,35,821,08-16
2017-08-16,36,1215,08-16
2017-08-16,37,1672,08-16
2017-08-16,38,2197,08-16
2017-08-16,39,1752,08-16
2017-08-16,40,1416,08-16
2017-08-16,41,1090,08-16
2017-08-16,43,1344,08-16
2017-08-16,44,5175,08-16
2017-08-16,45,4346,08-16
2017-08-16,46,4417,08-16
2017-08-16,47,4628,08-16
2017-08-16,48,3740,08-16
2017-08-16,49,3263,08-16
2017-08-16,50,3598,08-16
2017-08-16,51,1786,08-16
2017-08-16,53,904,08-16
2017-08-16,54,926,08-16
2017-08-16,1,513,08-16
2017-08-16,2,1941,08-16
2017-08-16,3,3669,08-16
2017-08-16,4,1737,08-16
2017-08-16,5,1187,08-16
2017-08-16,6,2198,08-16
2017-08-16,7,1585,08-16
2017-08-16,8,2727,08-16
2017-08-16,9,2348,08-16
2017-08-16,10,978,08-16
2017-08-16,11,2665,08-16
2017-08-16,13,1231,08-16
2017-08-16,14,1078,08-16
2017-08-16,15,1021,08-16
2017-08-16,16,1061,08-16
2017-08-16,17,1565,08-16
2017-08-16,18,1360,08-16
2017-08-16,19,1148,08-16
2017-08-16,20,2192,08-16
2017-08-16,23,979,08-16
2017-08-16,24,1701,08-16
2017-08-16,25,888,08-16
2017-08-16,26,579,08-16
2017-08-16,27,1765,08-16
2017-08-16,28,1378,08-16
2017-08-16,29,1179,08-16
2017-08-16,30,603,08-16
2017-08-16,31,1412,08-16
2017-08-16,32,623,08-16
2017-08-16,33,1107,08-16
2017-08-16,34,2255,08-16
2017-08-16,35,682,08-16
2017-08-16,36,1133,08-16
2017-08-16,37,1381,08-16
2017-08-16,38,2453,08-16
2017-08-16,39,1653,08-16
2017-08-16,40,1248,08-16
2017-08-16,41,1246,08-16
2017-08-16,43,1226,08-16
2017-08-16,44,5080,08-16
2017-08-16,45,4456,08-16
2017-08-16,46,4515,08-16
2017-08-16,47,4634,08-16
2017-08-16,48,4241,08-16
2017-08-16,49,3194,08-16
2017-08-16,50,3163,08-16
2017-08-16,51,1782,08-16
2017-08-16,53,978,08-16
2017-08-16,54,1046,08-16
2017-08-16,1,1822,08-16
2017-08-16,2,1839,08-16
2017-08-16,3,2870,08-16
2017-08-16,4,1347,08-16
2017-08-16,5,1393,08-16
2017-08-16,6,1667,08-16
2017-08-16,7,1811,08-16
2017-08-16,8,2646,08-16
2017-08-16,9,2014,08-16
2017-08-16,10,960,08-16
2017-08-16,11,2017,08-16
2017-08-16,13,1142,08-16
2017-08-16,14,1403,08-16
2017-08-16,15,1411,08-16
2017-08-16,16,831,08-16
2017-08-16,17,1321,08-16
2017-08-16,18,1277,08-16
2017-08-16,19,1234,08-16
2017-08-16,20,1371,08-16
2017-08-16,23,995,08-16
2017-08-16,24,2124,08-16
2017-08-16,25,709,08-16
2017-08-16,26,498,08-16
2017-08-16,27,1362,08-16
2017-08-16,28,1072,08-16
2017-08-16,29,923,08-16
2017-08-16,30,684,08-16
2017-08-16,31,1323,08-16
2017-08-16,32,605,08-16
2017-08-16,33,1085,08-16
2017-08-16,34,2223,08-16
2017-08-16,35,681,08-16
2017-08-16,36,1136,08-16
2017-08-16,37,1554,08-16
2017-08-16,38,1364,08-16
2017-08-16,39,1317,08-16
2017-08-16,40,1559,08-16
2017-08-16,41,921,08-16
2017-08-16,43,1283,08-16
2017-08-16,44,3901,08-16
2017-08-16,45,3101,08-16
2017-08-16,46,2887,08-16
2017-08-16,47,3341,08-16
2017-08-16,48,2446,08-16
2017-08-16,49,2449,08-16
2017-08-16,50,2277,08-16
2017-08-16,51,1660,08-16
2017-08-16,53,750,08-16
2017-08-16,54,880,08-16
2017-08-16,1,1759,08-16
2017-08-16,2,1702,08-16
2017-08-16,3,2656,08-16
2017-08-16,4,1271,08-16
2017-08-16,5,1313,08-16
2017-08-16,6,1533,08-16
2017-08-16,7,1695,08-16
2017-08-16,8,2428,08-16
2017-08-16,9,1797,08-16
2017-08-16,10,975,08-16
2017-08-16,11,1963,08-16
2017-08-16,13,1037,08-16
2017-08-16,14,1216,08-16
2017-08-16,15,1334,08-16
2017-08-16,16,925,08-16
2017-08-16,17,1165,08-16
2017-08-16,18,1352,08-16
2017-08-16,19,1108,08-16
2017-08-16,20,1269,08-16
2017-08-16,23,882,08-16
2017-08-16,24,2167,08-16
2017-08-16,25,677,08-16
2017-08-16,26,482,08-16
2017-08-16,27,1274,08-16
2017-08-16,28,1086,08-16
2017-08-16,29,977,08-16
2017-08-16,30,730,08-16
2017-08-16,31,1323,08-16
2017-08-16,32,596,08-16
2017-08-16,33,1032,08-16
2017-08-16,34,2155,08-16
2017-08-16,35,716,08-16
2017-08-16,36,1174,08-16
2017-08-16,37,1517,08-16
2017-08-16,38,1270,08-16
2017-08-16,39,1265,08-16
2017-08-16,40,1442,08-16
2017-08-16,41,893,08-16
2017-08-16,43,1223,08-16
2017-08-16,44,3587,08-16
2017-08-16,45,2968,08-16
2017-08-16,46,2532,08-16
2017-08-16,47,3017,08-16
2017-08-16,48,2126,08-16
2017-08-16,49,2277,08-16
2017-08-16,50,2192,08-16
2017-08-16,51,1491,08-16
2017-08-16,53,673,08-16
2017-08-16,54,771,08-16
2017-08-16,1,1845,08-16
2017-08-16,2,1858,08-16
2017-08-16,3,2931,08-16
2017-08-16,4,1354,08-16
2017-08-16,5,1305,08-16
2017-08-16,6,1605,08-16
2017-08-16,7,1899,08-16
2017-08-16,8,2689,08-16
2017-08-16,9,1723,08-16
2017-08-16,10,834,08-16
2017-08-16,11,1887,08-16
2017-08-16,13,1029,08-16
2017-08-16,14,1222,08-16
2017-08-16,15,1292,08-16
2017-08-16,16,778,08-16
2017-08-16,17,1082,08-16
2017-08-16,18,1229,08-16
2017-08-16,19,1161,08-16
2017-08-16,20,1178,08-16
2017-08-16,23,1037,08-16
2017-08-16,24,2411,08-16
2017-08-16,25,914,08-16
2017-08-16,26,495,08-16
2017-08-16,27,1370,08-16
2017-08-16,28,922,08-16
2017-08-16,29,843,08-16
2017-08-16,30,665,08-16
2017-08-16,31,1157,08-16
2017-08-16,32,591,08-16
2017-08-16,33,929,08-16
2017-08-16,34,2131,08-16
2017-08-16,35,617,08-16
2017-08-16,36,1006,08-16
2017-08-16,37,1583,08-16
2017-08-16,38,1578,08-16
2017-08-16,39,1185,08-16
2017-08-16,40,1282,08-16
2017-08-16,41,917,08-16
2017-08-16,43,1081,08-16
2017-08-16,44,4059,08-16
2017-08-16,45,3255,08-16
2017-08-16,46,2929,08-16
2017-08-16,47,3186,08-16
2017-08-16,48,2364,08-16
2017-08-16,49,2616,08-16
2017-08-16,50,2470,08-16
2017-08-16,51,1641,08-16
2017-08-16,53,808,08-16
2017-08-16,54,747,08-16
2017-08-16,1,1789,08-16
2017-08-16,2,1759,08-16
2017-08-16,3,2938,08-16
2017-08-16,4,1356,08-16
2017-08-16,5,1327,08-16
2017-08-16,6,1641,08-16
2017-08-16,7,1923,08-16
2017-08-16,8,2801,08-16
2017-08-16,9,2086,08-16
2017-08-16,10,851,08-16
2017-08-16,11,2162,08-16
2017-08-16,13,1085,08-16
2017-08-16,14,1320,08-16
2017-08-16,15,1353,08-16
2017-08-16,16,794,08-16
2017-08-16,17,1092,08-16
2017-08-16,18,1273,08-16
2017-08-16,19,1156,08-16
2017-08-16,20,1286,08-16
2017-08-16,23,968,08-16
2017-08-16,24,2241,08-16
2017-08-16,25,1088,08-16
2017-08-16,26,459,08-16
2017-08-16,27,1205,08-16
2017-08-16,28,940,08-16
2017-08-16,29,698,08-16
2017-08-16,30,557,08-16
2017-08-16,31,1419,08-16
2017-08-16,32,587,08-16
2017-08-16,33,1026,08-16
2017-08-16,34,2511,08-16
2017-08-16,35,707,08-16
2017-08-16,36,1268,08-16
2017-08-16,37,1668,08-16
2017-08-16,38,1556,08-16
2017-08-16,39,1410,08-16
2017-08-16,40,1382,08-16
2017-08-16,41,938,08-16
2017-08-16,43,1277,08-16
2017-08-16,44,4132,08-16
2017-08-16,45,3308,08-16
2017-08-16,46,3156,08-16
2017-08-16,47,3718,08-16
2017-08-16,48,2791,08-16
2017-08-16,49,2810,08-16
2017-08-16,50,2622,08-16
2017-08-16,51,1518,08-16
2017-08-16,53,812,08-16
2017-08-16,54,800,08-16
2017-08-16,1,476,08-16
2017-08-16,2,1891,08-16
2017-08-16,3,3367,08-16
2017-08-16,4,1547,08-16
2017-08-16,5,1518,08-16
2017-08-16,6,2029,08-16
2017-08-16,7,1705,08-16
2017-08-16,8,2445,08-16
2017-08-16,9,2440,08-16
2017-08-16,10,956,08-16
2017-08-16,11,2559,08-16
2017-08-16,13,1247,08-16
2017-08-16,14,1197,08-16
2017-08-16,15,1121,08-16
2017-08-16,16,968,08-16
2017-08-16,17,1461,08-16
2017-08-16,18,1130,08-16
2017-08-16,19,1265,08-16
2017-08-16,20,2196,08-16
2017-08-16,23,996,08-16
2017-08-16,24,2189,08-16
2017-08-16,25,2156,08-16
2017-08-16,26,762,08-16
2017-08-16,27,1926,08-16
2017-08-16,28,1520,08-16
2017-08-16,29,1193,08-16
2017-08-16,30,648,08-16
2017-08-16,31,1581,08-16
2017-08-16,32,722,08-16
2017-08-16,33,989,08-16
2017-08-16,34,2637,08-16
2017-08-16,35,988,08-16
2017-08-16,36,1528,08-16
2017-08-16,37,1513,08-16
2017-08-16,38,2208,08-16
2017-08-16,39,1526,08-16
2017-08-16,40,1133,08-16
2017-08-16,41,1260,08-16
2017-08-16,43,1373,08-16
2017-08-16,44,5054,08-16
2017-08-16,45,4558,08-16
2017-08-16,46,4673,08-16
2017-08-16,47,4614,08-16
2017-08-16,48,4300,08-16
2017-08-16,49,3443,08-16
2017-08-16,50,3545,08-16
2017-08-16,51,2016,08-16
2017-08-16,53,1067,08-16
2017-08-16,54,931,08-16
2017-08-16,1,1221,08-16
2017-08-16,2,2109,08-16
2017-08-16,3,3730,08-16
2017-08-16,4,1564,08-16
2017-08-16,5,1660,08-16
2017-08-16,6,2077,08-16
2017-08-16,7,1778,08-16
2017-08-16,8,2696,08-16
2017-08-16,9,2628,08-16
2017-08-16,10,1249,08-16
2017-08-16,11,3013,08-16
2017-08-16,13,1605,08-16
2017-08-16,14,1877,08-16
2017-08-16,15,1408,08-16
2017-08-16,16,1064,08-16
2017-08-16,17,1516,08-16
2017-08-16,18,1253,08-16
2017-08-16,19,2055,08-16
2017-08-16,20,2017,08-16
2017-08-16,23,1087,08-16
2017-08-16,24,2322,08-16
2017-08-16,25,1908,08-16
2017-08-16,26,581,08-16
2017-08-16,27,1615,08-16
2017-08-16,28,1274,08-16
2017-08-16,29,1098,08-16
2017-08-16,30,679,08-16
2017-08-16,31,1574,08-16
2017-08-16,32,688,08-16
2017-08-16,33,1231,08-16
2017-08-16,34,2309,08-16
2017-08-16,35,962,08-16
2017-08-16,36,1522,08-16
2017-08-16,37,1682,08-16
2017-08-16,38,2311,08-16
2017-08-16,39,1779,08-16
2017-08-16,40,1456,08-16
2017-08-16,41,1311,08-16
2017-08-16,43,1540,08-16
2017-08-16,44,5400,08-16
2017-08-16,45,4653,08-16
2017-08-16,46,5095,08-16
2017-08-16,47,4856,08-16
2017-08-16,48,4230,08-16
2017-08-16,49,3494,08-16
2017-08-16,50,3692,08-16
2017-08-16,51,1816,08-16
2017-08-16,53,1039,08-16
2017-08-16,54,992,08-16
2017-08-16,1,477,08-16
2017-08-16,2,1940,08-16
2017-08-16,3,3440,08-16
2017-08-16,4,1723,08-16
2017-08-16,5,1486,08-16
2017-08-16,6,2142,08-16
2017-08-16,7,1374,08-16
2017-08-16,8,2615,08-16
2017-08-16,9,2511,08-16
2017-08-16,10,983,08-16
2017-08-16,11,3100,08-16
2017-08-16,13,1321,08-16
2017-08-16,14,1069,08-16
2017-08-16,15,1102,08-16
2017-08-16,16,1092,08-16
2017-08-16,17,1549,08-16
2017-08-16,18,1282,08-16
2017-08-16,19,1303,08-16
2017-08-16,20,2249,08-16
2017-08-16,23,1012,08-16
2017-08-16,24,1976,08-16
2017-08-16,25,794,08-16
2017-08-16,26,648,08-16
2017-08-16,27,1819,08-16
2017-08-16,28,1456,08-16
2017-08-16,29,1275,08-16
2017-08-16,30,622,08-16
2017-08-16,31,1849,08-16
2017-08-16,32,751,08-16
2017-08-16,33,1257,08-16
2017-08-16,34,2386,08-16
2017-08-16,35,730,08-16
2017-08-16,36,1335,08-16
2017-08-16,37,1182,08-16
2017-08-16,38,2395,08-16
2017-08-16,39,1511,08-16
2017-08-16,40,1419,08-16
2017-08-16,41,1357,08-16
2017-08-16,43,1490,08-16
2017-08-16,44,5175,08-16
2017-08-16,45,4574,08-16
2017-08-16,46,4843,08-16
2017-08-16,47,4857,08-16
2017-08-16,48,4432,08-16
2017-08-16,49,3323,08-16
2017-08-16,50,3195,08-16
2017-08-16,51,1894,08-16
2017-08-16,53,1049,08-16
2017-08-16,54,1254,08-16
2017-08-16,1,1810,08-16
2017-08-16,2,1944,08-16
2017-08-16,3,3127,08-16
2017-08-16,4,1372,08-16
2017-08-16,5,1526,08-16
2017-08-16,6,1732,08-16
2017-08-16,7,1776,08-16
2017-08-16,8,2782,08-16
2017-08-16,9,2195,08-16
2017-08-16,10,962,08-16
2017-08-16,11,2300,08-16
2017-08-16,13,1173,08-16
2017-08-16,14,1577,08-16
2017-08-16,15,1553,08-16
2017-08-16,16,936,08-16
2017-08-16,17,1332,08-16
2017-08-16,18,1404,08-16
2017-08-16,19,1315,08-16
2017-08-16,20,1369,08-16
2017-08-16,23,1051,08-16
2017-08-16,24,2510,08-16
2017-08-16,25,688,08-16
2017-08-16,26,589,08-16
2017-08-16,27,1374,08-16
2017-08-16,28,1161,08-16
2017-08-16,29,1063,08-16
2017-08-16,30,714,08-16
2017-08-16,31,1441,08-16
2017-08-16,32,649,08-16
2017-08-16,33,1147,08-16
2017-08-16,34,2389,08-16
2017-08-16,35,748,08-16
2017-08-16,36,1209,08-16
2017-08-16,37,1603,08-16
2017-08-16,38,1702,08-16
2017-08-16,39,1388,08-16
2017-08-16,40,1647,08-16
2017-08-16,41,1079,08-16
2017-08-16,43,1434,08-16
2017-08-16,44,4044,08-16
2017-08-16,45,3670,08-16
2017-08-16,46,3388,08-16
2017-08-16,47,3763,08-16
2017-08-16,48,2877,08-16
2017-08-16,49,2845,08-16
2017-08-16,50,2427,08-16
2017-08-16,51,1695,08-16
2017-08-16,53,778,08-16
2017-08-16,54,940,08-16
2017-08-16,1,1819,08-16
2017-08-16,2,1807,08-16
2017-08-16,3,2968,08-16
2017-08-16,4,1373,08-16
2017-08-16,5,1517,08-16
2017-08-16,6,1602,08-16
2017-08-16,7,1802,08-16
2017-08-16,8,2690,08-16
2017-08-16,9,2195,08-16
2017-08-16,10,1094,08-16
2017-08-16,11,2442,08-16
2017-08-16,13,1302,08-16
2017-08-16,14,1492,08-16
2017-08-16,15,1592,08-16
2017-08-16,16,989,08-16
2017-08-16,17,1381,08-16
2017-08-16,18,1416,08-16
2017-08-16,19,1243,08-16
2017-08-16,20,1550,08-16
2017-08-16,23,1036,08-16
2017-08-16,24,2430,08-16
2017-08-16,25,643,08-16
2017-08-16,26,640,08-16
2017-08-16,27,1376,08-16
2017-08-16,28,1291,08-16
2017-08-16,29,1132,08-16
2017-08-16,30,739,08-16
2017-08-16,31,1515,08-16
2017-08-16,32,679,08-16
2017-08-16,33,1113,08-16
2017-08-16,34,2226,08-16
2017-08-16,35,842,08-16
2017-08-16,36,1220,08-16
2017-08-16,37,1664,08-16
2017-08-16,38,1512,08-16
2017-08-16,39,1486,08-16
2017-08-16,40,1660,08-16
2017-08-16,41,1041,08-16
2017-08-16,43,1322,08-16
2017-08-16,44,4021,08-16
2017-08-16,45,3353,08-16
2017-08-16,46,3174,08-16
2017-08-16,47,3501,08-16
2017-08-16,48,2673,08-16
2017-08-16,49,2622,08-16
2017-08-16,50,2346,08-16
2017-08-16,51,1614,08-16
2017-08-16,53,705,08-16
2017-08-16,54,879,08-16
2017-08-16,1,1973,08-16
2017-08-16,2,2108,08-16
2017-08-16,3,3197,08-16
2017-08-16,4,1495,08-16
2017-08-16,5,1551,08-16
2017-08-16,6,1844,08-16
2017-08-16,7,1981,08-16
2017-08-16,8,2806,08-16
2017-08-16,9,1979,08-16
2017-08-16,10,965,08-16
2017-08-16,11,2546,08-16
2017-08-16,13,1179,08-16
2017-08-16,14,1404,08-16
2017-08-16,15,1483,08-16
2017-08-16,16,832,08-16
2017-08-16,17,1267,08-16
2017-08-16,18,1296,08-16
2017-08-16,19,1232,08-16
2017-08-16,20,1492,08-16
2017-08-16,23,1017,08-16
2017-08-16,24,2572,08-16
2017-08-16,25,770,08-16
2017-08-16,26,536,08-16
2017-08-16,27,1551,08-16
2017-08-16,28,1074,08-16
2017-08-16,29,927,08-16
2017-08-16,30,658,08-16
2017-08-16,31,1372,08-16
2017-08-16,32,619,08-16
2017-08-16,33,956,08-16
2017-08-16,34,2074,08-16
2017-08-16,35,599,08-16
2017-08-16,36,1119,08-16
2017-08-16,37,1768,08-16
2017-08-16,38,1655,08-16
2017-08-16,39,1200,08-16
2017-08-16,40,1455,08-16
2017-08-16,41,1073,08-16
2017-08-16,43,1308,08-16
2017-08-16,44,4439,08-16
2017-08-16,45,3458,08-16
2017-08-16,46,3290,08-16
2017-08-16,47,3717,08-16
2017-08-16,48,2732,08-16
2017-08-16,49,2779,08-16
2017-08-16,50,2484,08-16
2017-08-16,51,1897,08-16
2017-08-16,53,867,08-16
2017-08-16,54,794,08-16
2017-08-16,1,1837,08-16
2017-08-16,2,1885,08-16
2017-08-16,3,3015,08-16
2017-08-16,4,1377,08-16
2017-08-16,5,1434,08-16
2017-08-16,6,1574,08-16
2017-08-16,7,1802,08-16
2017-08-16,8,2611,08-16
2017-08-16,9,2118,08-16
2017-08-16,10,977,08-16
2017-08-16,11,2387,08-16
2017-08-16,13,1208,08-16
2017-08-16,14,1521,08-16
2017-08-16,15,1438,08-16
2017-08-16,16,891,08-16
2017-08-16,17,1215,08-16
2017-08-16,18,1396,08-16
